code,movie_tile,lat_lon
t0057565,High and Low,"{'Toho Studios, Tokyo, Japan ': ['35.634579', '139.604238'], 'Enoshima, Kanagawa, Japan ': ['35.299099', '139.480927'], 'Isezaki-cho, Yokohama, Kanagawa, Japan ': ['35.442597', '139.630067'], 'Kamakura, Kanagawa, Japan ': ['35.319213', '139.546673'], 'Kishigoe, Kanagawa, Japan ': ['35.482783', '139.61461'], 'Nishi-ku, Yokohama, Kanagawa, Japan ': ['35.455207', '139.61461'], 'Sakawa River, Kanagawa, Japan ': ['35.317817', '139.107042'], 'Yokohama, Kanagawa, Japan ': ['35.443674', '139.637964'], 'Yurakucho Station, Chiyoda-ku, Tokyo, Japan ': ['35.675013', '139.76302']}"
t0086190,Star Wars: Episode VI - Return of the Jedi,"{'Miller-Rellim Redwood Company Property, Morrison Creek Road, Smith River, California, USA ': ['41.916313', '-124.124662'], 'Death Valley National Park, California, USA ': ['36.5322649', '-116.93254079999997'], 'Buttercup Valley, California, USA ': ['36.778261', '-119.41793239999998'], 'Owen R. Cheatham Grove, Grizzly Creek Redwoods State Park, Carlotta, California, USA ': ['40.4863927', '-123.90626980000002'], 'Yuma, Arizona, USA ': ['32.6926512', '-114.6276916'], 'Twenty Mule Team Canyon, Death Valley National Park, California, USA ': ['36.409116', '-116.795329'], 'Castle Dome Peak, Yuma, Arizona, USA ': ['33.084483', '-114.143272'], 'Blue Canyon, Hopi Indian Reservation, Arizona, USA ': ['36.174161', '-110.882365'], 'Imperial County, California, USA ': ['33.011369', '-115.473355'], 'White Pocket, Vermilion Cliffs National Monument, Arizona, USA ': ['36.956096', '-111.904341'], 'Elstree Studios, Borehamwood, Hertfordshire, England, UK ': ['51.65814', '-0.269236'], 'Stage 4, Elstree Studios, Borehamwood, Hertfordshire, England, UK ': ['51.65814', '-0.269236'], 'Stage 6/Star Wars Stage, Elstree Studios, Borehamwood, Hertfordshire, England, UK ': ['51.65814', '-0.269236'], 'Industrial Light and Magic - 3210 Kerner Boulevard, San Rafael, California, USA ': ['37.959725', '-122.501507'], 'Stage 7, Elstree Studios, Borehamwood, Hertfordshire, England, UK ': ['51.65814', '-0.269236'], 'Stage 8, Elstree Studios, Borehamwood, Hertfordshire, England, UK ': ['51.65814', '-0.269236'], 'Stage 1, Elstree Studios, Borehamwood, Hertfordshire, England, UK ': ['51.65814', '-0.269236'], 'Stage 9, Elstree Studios, Borehamwood, Hertfordshire, England, UK ': ['51.65814', '-0.269236'], 'Stage 3, Elstree Studios, Borehamwood, Hertfordshire, England, UK ': ['51.65814', '-0.269236'], 'Stage 5, Elstree Studios, Borehamwood, Hertfordshire, England, UK ': ['51.65814', '-0.269236'], 'Stage 2, Elstree Studios, Borehamwood, Hertfordshire, England, UK ': ['51.65814', '-0.269236'], 'Vermilion Cliffs National Monument, Arizona, USA ': ['36.816235', '-111.63733839999998'], 'Hopi Indian Reservation, Arizona, USA ': ['35.783339', '-110.503467'], 'Grizzly Creek Redwoods State Park, Carlotta, California, USA ': ['40.4863927', '-123.90626980000002'], 'Carlotta, California, USA ': ['40.537357', '-124.060604'], 'Morrison Creek Road, Smith River, California, USA ': ['41.916313', '-124.124662'], 'Smith River, California, USA ': ['41.928168', '-124.147027'], 'California, USA ': ['36.778261', '-119.41793239999998'], 'USA ': ['44.427963', '-110.58845500000001'], 'Borehamwood, Hertfordshire, England, UK ': ['51.657728', '-0.272308'], 'Hertfordshire, England, UK ': ['51.809782', '-0.237674'], 'England, UK ': ['52.3555177', '-1.1743197000000691'], 'UK ': ['55.378051', '-3.43597299999999']}"
t0338013,Eternal Sunshine of the Spotless Mind,"{'Montauk, New York, USA ': ['41.035935', '-71.954515'], '123 Valentine Lane, Yonkers, New York, USA ': ['40.91686', '-73.903943'], 'Bayonne, New Jersey, USA ': ['40.668714', '-74.114309'], 'Columbia University - Broadway & 116th Street, Manhattan, New York City, New York, USA ': ['40.806797', '-73.961663'], 'Chinatown, Manhattan, New York City, New York, USA ': ['40.715751', '-73.997031'], 'Mt. Vernon, New York, USA ': ['40.912599', '-73.837079'], 'Park Slope, Brooklyn, New York City, New York, USA ': ['40.668104', '-73.980582'], 'New York City, New York, USA ': ['40.7127837', '-74.0059413'], 'Yonkers, New York, USA ': ['40.93121', '-73.898747'], '208 Saratoga Avenue, Yonkers, New York, USA ': ['40.9109', '-73.892715']}"
t0062622,2001: A Space Odyssey,"{'Isle of Harris, Western Isles, Scotland, UK ': ['57.99326', '-6.873622'], 'MGM British Studios, Borehamwood, Hertfordshire, England, UK ': ['51.657728', '-0.272308'], 'Stage 6, MGM British Studios, Borehamwood, Hertfordshire, England, UK ': ['51.657728', '-0.272308'], 'Spitzkoppe, Erongo, Namibia ': ['-21.824722', '15.194167'], 'Broadway and W 72nd Street, Manhattan, New York City, New York, USA ': ['40.778794', '-73.982068'], 'Monument Valley, Arizona, USA ': ['36.9913715', '-110.1938672'], 'Monument Valley, Utah, USA ': ['37.004509', '-110.173244'], 'Stage 4, MGM British Studios, Borehamwood, Hertfordshire, England, UK ': ['51.657728', '-0.272308'], 'Stage 1, MGM British Studios, Borehamwood, Hertfordshire, England, UK ': ['51.657728', '-0.272308'], 'Stage 2, MGM British Studios, Borehamwood, Hertfordshire, England, UK ': ['51.657728', '-0.272308'], 'Stage 5, MGM British Studios, Borehamwood, Hertfordshire, England, UK ': ['51.657728', '-0.272308'], 'Namib Desert, Namibia ': ['-24.288871', '15.260481'], 'UK ': ['55.378051', '-3.43597299999999'], 'H Stage, Shepperton Studios, Shepperton, Surrey, England, UK ': ['51.408399', '-0.468051'], 'Stage 3, MGM British Studios, Borehamwood, Hertfordshire, England, UK ': ['51.657728', '-0.272308']}"
t8267604,Capernaum,"{'Cola, Beirut, Lebanon ': ['33.874653', '35.496434'], 'Beirut, Lebanon ': ['33.8886289', '35.49547940000002'], 'Roumieh Prison, Roumieh, Lebanon ': ['33.885606', '35.5922'], 'Beirut Luna Park, General De Gaulle, Beirut, Lebanon ': ['33.8886289', '35.49547940000002'], 'Souk Al Ahad, Emile Lahoud, Beirut, Lebanon ': ['33.882481', '35.531468'], 'Lebanon ': ['33.854721', '35.86228499999993'], 'Roumieh, Lebanon ': ['33.883024', '35.620377']}"
t0105236,Reservoir Dogs,"{'5860 North Figueroa Street, Highland Park, Los Angeles, California, USA ': ['34.110215', '-118.190991'], 'York Boulevard and North Avenue 50, Highland Park, Los Angeles, California, USA ': ['34.12148', '-118.206906'], '4459 Eagle Rock Blvd, Los Angeles, California, USA ': ['34.125484', '-118.219906'], ""Pat & Lorraine's Coffee Shop - 4720 Eagle Rock Blvd., Eagle Rock, Los Angeles, California, USA "": ['34.130729', '-118.216356'], ""Johnie's Coffee Shop - 6101 Wilshire Boulevard, Fairfax, Los Angeles, California, USA "": ['34.063333', '-118.361586'], 'Highland Park, Los Angeles, California, USA ': ['34.115756', '-118.185404'], 'Burbank, California, USA ': ['34.1808392', '-118.3089661'], 'Belmont Tunnel - 1304 West 2nd Street, Los Angeles, California, USA ': ['34.060978', '-118.259287'], 'Los Angeles, California, USA ': ['34.0522342', '-118.2436849'], '5530 N Marmion Way, Highland Park, Los Angeles, California, USA ': ['34.109628', '-118.195297'], '2612 West Burbank Boulevard, Burbank, California, USA ': ['34.178049', '-118.339574'], 'Park Plaza Hotel - 607 S. Park View Street, Los Angeles, California, USA ': ['34.061016', '-118.278861']}"
t2106476,The Hunt,"{'Høje Taastrup Kirke, Taastrup, Denmark ': ['55.651644', '12.26067'], 'Denmark ': ['56.26392', '9.50178500000004'], 'Tranehuset, Tranemosevej, Ballerup, Denmark ': ['55.752157', '12.382907'], 'Benzonsdal, Ishøj, Sjælland, Denmark ': ['55.623165', '12.255583']}"
t0033467,Citizen Kane,"{'Busch Gardens - S. Grove Avenue, Pasadena, California, USA ': ['34.128164', '-118.163638'], 'Balboa Park - 1549 El Prado, San Diego, California, USA ': ['32.731105', '-117.149548'], 'Arroyo Boulevard, Pasadena, California, USA ': ['34.185749', '-118.170475'], 'Oheka Castle - 135 West Gate Drive, Huntington, Long Island, New York, USA ': ['40.829005', '-73.448654'], 'RKO Studios - 780 N. Gower Street, Hollywood, Los Angeles, California, USA ': ['34.085311', '-118.322109'], 'Hollywood, Los Angeles, California, USA ': ['34.0928092', '-118.32866139999999'], 'Pasadena, California, USA ': ['34.1477849', '-118.14451550000001'], 'California, USA ': ['36.778261', '-119.41793239999998'], 'Long Island, New York, USA ': ['40.7891424', '-73.1349605'], 'San Diego, California, USA ': ['32.715738', '-117.1610838'], 'New York City, New York, USA ': ['40.7127837', '-74.0059413'], 'Los Angeles, California, USA ': ['34.0522342', '-118.2436849'], 'Malibu, California, USA ': ['34.0259216', '-118.77975709999998'], 'New York, USA ': ['40.7127837', '-74.0059413'], 'USA ': ['44.427963', '-110.58845500000001'], 'San Diego Zoo, San Diego, California, USA ': ['32.733741', '-117.148284'], 'Stage 10, Culver Studios - 9336 W. Washington Blvd., Culver City, California, USA ': ['34.02276', '-118.390849']}"
t0091251,Come and See,"{'Soviet Union ': ['', '']}"
t0022100,M,"{'Staaken, Spandau, Berlin, Germany ': ['52.532503', '13.141597'], 'Berlin, Germany ': ['52.5200066', '13.404954'], 'Germany ': ['51.165691', '10.451526']}"
t0056172,Lawrence of Arabia,"{'Imperial Sand Dunes Recreation Area, Glamis, California, USA ': ['32.910487', '-115.117021'], 'Wadi Rum, Jordan ': ['29.555872', '35.407601'], 'Alfonso XIII Hotel - 2 San Fernando 41004, Sevilla, Andalucía, Spain ': ['37.381484', '-5.992659'], 'Aït Benhaddou, Morocco ': ['31.047043', '-7.131899599999997'], 'El Casino, Avenida de Maria Luisa, Sevilla, Andalucía, Spain ': ['37.376998', '-5.990969'], 'Playa del Algarrobico, Carboneras, Almería, Andalucía, Spain ': ['37.02353', '-1.879708'], 'El Jafr, Jordan ': ['30.317415', '36.17517'], 'Desert South of Ouarzazate, Morocco ': ['30.9335436', '-6.937015999999971'], 'Chobham Common, Surrey, England, UK ': ['51.366626', '-0.606386'], 'Merthyr Mawr, Bridgend, Wales, UK ': ['51.485783', '-3.608168'], 'Plaza of the Americas, Sevilla, Andalucía, Spain ': ['37.371649', '-5.98706'], 'Tabernas, Almería, Andalucía, Spain ': ['37.051679', '-2.390055'], 'Jebel Tubeiq, Jordan ': ['37.051679', '-2.390055'], 'Desierto de Tabernas, Almería, Andalucía, Spain ': ['37.001205', '-2.450398'], 'Palacio Espanol, Plaza de España, Sevilla, Sevilla, Andalucía, Spain ': ['37.377196', '-5.986893'], ""St Paul's Cathedral, St Paul's Churchyard, City of London, England, UK "": ['51.513845', '-0.098351'], 'Maan, Jordan ': ['30.192664', '35.724941'], 'Almería, Andalucía, Spain ': ['36.834047', '-2.4637136000000055'], 'Cabo de Gata, Almería, Andalucía, Spain ': ['36.781747', '-2.242248'], 'San José, Almería, Andalucía, Spain ': ['36.76198', '-2.109435'], 'Sevilla, Andalucía, Spain ': ['37.3890924', '-5.984458899999936'], 'Saudi Arabia ': ['23.885942', '45.079162'], 'Casa de Pilatos, Plaza de Pilatos, Sevilla, Andalucía, Spain ': ['37.389999', '-5.987206'], 'Shepperton Studios, Shepperton, Surrey, England, UK ': ['51.407549', '-0.463643'], 'Plaza de Pilatos, Sevilla, Andalucía, Spain ': ['37.389531', '-5.986921'], 'Carboneras, Almería, Andalucía, Spain ': ['36.999117', '-1.892141'], 'Parque de Maria Luisa, Avenida de Isabel la Catolica, Sevilla, Andalucía, Spain ': ['37.374498', '-5.988318'], 'Avenida de Isabel la Catolica, Sevilla, Andalucía, Spain ': ['37.376341', '-5.987598']}"
t0053125,North by Northwest,"{'Garces Highway 1/10th mile East from Corcoran Road and Kern National Wildlife Preserve, Kern County, California, USA ': ['35.761384', '-119.258493'], 'Old Westbury Gardens - 71 Old Westbury Road, Old Westbury, Long Island, New York, USA ': ['40.774625', '-73.601829'], 'Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA ': ['34.017707', '-118.401431'], 'Southern Pacific Railroad Tunnel between Santa Susana & Chatsworth, California, USA ': ['34.2506356', '-118.61481'], 'Midway Airport, Chicago, Illinois, USA ': ['41.78677589999999', '-87.75218840000002'], 'Mount Rushmore National Memorial - Highway 244, Keystone, South Dakota, USA ': ['43.8791025', '-103.4590667'], 'Omni Ambassador East Hotel - 1301 N. State Parkway, Near North Side, Chicago, Illinois, USA ': ['41.90605', '-87.628317'], 'Potrero Valley, Thousand Oaks, California, USA ': ['34.162778', '-118.944722'], 'Glen Cove, Long Island, New York, USA ': ['40.8623217', '-73.6337389'], 'United Nations - First Avenue at 46th Street, Manhattan, New York City, New York, USA ': ['40.753303', '-73.96697'], 'Plaza Hotel - 750 Fifth Avenue, Manhattan, New York City, New York, USA ': ['40.764656', '-73.974441'], 'Grand Central Station, Manhattan, New York City, New York, USA ': ['40.752726', '-73.977229'], 'LaSalle Street Station - 141 W. Van Buren Street, Downtown, Chicago, Illinois, USA ': ['41.876715', '-87.63221'], 'Chicago, Illinois, USA ': ['41.8781136', '-87.6297982'], 'Park Avenue, Manhattan, New York City, New York, USA ': ['40.802755', '-73.940537'], '650 Madison Avenue, New York City, New York, USA ': ['40.763988', '-73.971346'], 'Fifth Avenue, Manhattan, New York City, New York, USA ': ['40.774734', '-73.965384'], 'Near North Side, Chicago, Illinois, USA ': ['41.900306', '-87.633445'], 'Bakersfield, California, USA ': ['35.3732921', '-119.0187125'], 'Manhattan, New York City, New York, USA ': ['40.790278', '-73.959722'], 'Los Angeles, California, USA ': ['34.0522342', '-118.2436849'], 'New York City, New York, USA ': ['40.7127837', '-74.0059413'], 'Long Island, New York, USA ': ['40.7891424', '-73.1349605'], 'Illinois, USA ': ['40.6331249', '-89.3985283'], 'New York, USA ': ['40.7127837', '-74.0059413'], 'California, USA ': ['36.778261', '-119.41793239999998'], 'USA ': ['44.427963', '-110.58845500000001'], 'Downtown, Chicago, Illinois, USA ': ['41.875672', '-87.624347']}"
t0052357,Vertigo,"{'Fort Point, Presidio, Golden Gate National Recreation Area, San Francisco, California, USA ': ['37.848036', '-122.529526'], 'Mission San Juan Bautista - 2nd Street & Mariposa Street, San Juan Bautista, California, USA ': ['36.845798', '-121.535538'], '900 Lombard Street, San Francisco, California, USA ': ['37.802552', '-122.416593'], 'Big Basin Redwoods State Park - 21600 Big Basin Way, Boulder Creek, California, USA ': ['37.172263', '-122.222461'], 'Brocklebank Apartments - 1000 Mason Street, San Francisco, California, USA ': ['37.792968', '-122.410152'], 'Cypress Point, Pebble Beach, California, USA ': ['36.580225', '-121.974105'], 'Fairmont Hotel - 950 Mason Street, Nob Hill, San Francisco, California, USA ': ['37.792426', '-122.410603'], ""Ernie's Restaurant - 847 Montgomery St, San Francisco, California, USA "": ['37.796965', '-122.403836'], 'Union St & Montgomery St, San Francisco, California, USA ': ['37.801039', '-122.404486'], '224 Grant Avenue, San Francisco, California, USA ': ['37.78916', '-122.405163'], 'The Conservatory of Flowers, Golden Gate Park, San Francisco, California, USA ': ['37.772619', '-122.460256'], 'Claude Lane, Bush Street, San Francisco, California, USA ': ['37.790717', '-122.404432'], 'Palace of Fine Arts - 3301 Lyon Street, San Francisco, California, USA ': ['37.802899', '-122.448774'], '1007 Gough Street, San Francisco, California, USA ': ['37.782382', '-122.424209'], 'Biltmore Hotel - 506 S. Grand Avenue, Downtown, Los Angeles, California, USA ': ['34.049813', '-118.253938'], 'Mission Dolores - 3321 16th Street, San Francisco, California, USA ': ['37.764386', '-122.427567'], 'California Palace of the Legion of Honor - 34th Avenue & Clement Street, San Francisco, California, USA ': ['37.784466', '-122.500842'], 'York Hotel - 940 Sutter Street, San Francisco, California, USA ': ['37.788583', '-122.415991'], 'Park Hill Sanatorium - 351 Buena Vista Avenue E., San Francisco, California, USA ': ['37.767539', '-122.440156'], 'San Francisco Drydock, The Dogpatch, San Francisco, California, USA ': ['37.759122', '-122.389538'], '1000 Mason Street, North Beach, San Francisco, California, USA ': ['37.792968', '-122.410152'], 'Gough Street & Eddy Street, Western Addition, San Francisco, California, USA ': ['37.782485', '-122.424125'], 'Big Basin, California, USA ': ['37.201617', '-122.156978'], 'Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA ': ['34.084437', '-118.319147'], 'Hollywood, Los Angeles, California, USA ': ['34.0928092', '-118.32866139999999'], 'Los Angeles, California, USA ': ['34.0522342', '-118.2436849'], 'The Dogpatch, San Francisco, California, USA ': ['37.759122', '-122.389538'], 'Western Addition, San Francisco, California, USA ': ['37.782211', '-122.434178'], 'Clement Street, San Francisco, California, USA ': ['37.782125', '-122.482744'], 'Nob Hill, San Francisco, California, USA ': ['37.793014', '-122.416113'], 'North Beach, San Francisco, California, USA ': ['37.806053', '-122.410331'], 'San Francisco, California, USA ': ['37.7749295', '-122.4194155'], 'San Juan Bautista, California, USA ': ['36.8455108', '-121.5379974'], 'California, USA ': ['36.778261', '-119.41793239999998'], 'USA ': ['44.427963', '-110.58845500000001'], 'Union Square, San Francisco, California, USA ': ['37.787552', '-122.406618']}"
